Data,Class
-79,0
-362,0
-362,0
-72,0
-209,0
-209,0
-156,0
-204,0
161,0
33,0
-300,0
-36,0
138,0
-59,0
-247,0
179,0
263,0
263,0
263,0
263,0
-175,0
-103,0
-103,0
-103,0
-50,0
175,0
-165,0
-94,0
-185,0
-32,0
-171,0
-120,0
-11,0
-166,0
-154,0
-154,0
-61,0
-61,0
-79,0
147,0
147,0
-11,0
104,0
104,0
104,0
-47,0
-184,0
255,0
115,0
-63,0
-84,0
-89,0
13,0
13,0
-242,0
192,0
192,0
-193,0
-65,0
121,0
-79,0
-130,0
59,0
59,0
-182,0
-273,0
48,0
48,0
-274,0
143,0
143,0
140,0
-155,0
6,0
-28,0
-25,0
-240,0
-240,0
-93,0
308,0
308,0
-367,0
4,0
83,0
-37,0
-142,0
134,0
134,0
-225,0
-217,0
-54,0
43,0
43,0
-94,0
198,0
-161,0
-222,0
33,0
-173,0
-173,0
183,0
148,0
148,0
-14,0
-14,0
-12,0
-136,0
32,0
110,0
-33,0
-83,0
7,0
-99,0
-221,0
-175,0
78,0
24,0
12,0
23,0
88,0
-97,0
-255,0
42,0
-143,0
-13,0
-102,0
-197,0
-197,0
-336,0
-336,0
-336,0
-200,0
-266,0
-266,0
-303,0
-49,0
71,0
71,0
-235,0
-146,0
-146,0
-279,0
-202,0
277,0
-38,0
-160,0
-210,0
-210,0
-234,0
80,0
80,0
-126,0
-280,0
-167,0
-71,0
-365,0
-102,0
13,0
-263,0
-263,0
-263,0
-263,0
-145,0
-145,0
-302,0
16,0
-133,0
-114,0
-114,0
-357,0
-296,0
17,0
205,0
205,0
-344,0
-297,0
-297,0
-257,0
-257,0
199,0
-16,0
-16,0
-90,0
-160,0
-160,0
-160,0
-134,0
31,0
-438,0
-293,0
-293,0
-221,0
-77,0
-77,0
-241,0
-363,0
-293,0
-189,0
-71,0
-52,0
-283,0
-332,0
101,0
-119,0
-84,0
-181,0
-23,0
-334,0
-343,0
-343,0
116,0
-53,0
15,0
-129,0
-240,0
-56,0
152,0
-46,0
-267,0
-224,0
-138,0
-361,0
-236,0
-92,0
-211,0
-211,0
-290,0
-290,0
-470,0
-470,0
92,0
-377,0
-377,0
-66,0
-140,0
-222,0
-271,0
203,0
-56,0
-56,0
-212,0
-48,0
-48,0
-176,0
-290,0
-290,0
-184,0
-184,0
-84,0
-362,0
-7,0
-45,0
-214,0
-214,0
-457,0
-457,0
-374,0
-374,0
-183,0
-183,0
-173,0
-285,0
-17,0
100,0
-375,0
-339,0
-207,0
-213,0
-213,0
-179,0
-397,0
-397,0
-259,0
-232,0
-232,0
-425,0
-52,0
-52,0
-261,0
-371,0
-314,0
-296,0
-503,0
-510,0
-99,0
-287,0
-101,0
-217,0
-355,0
-355,0
-251,0
-251,0
105,0
-470,0
-332,0
-332,0
-97,0
-97,0
-380,0
-380,0
-421,0
-421,0
-71,0
-501,0
-501,0
-501,0
-134,0
-293,0
-378,0
-448,0
-334,0
-424,0
-424,0
-424,0
-323,0
-470,0
-350,0
-349,0
-495,0
-297,0
27,0
-325,0
-292,0
-279,0
-422,0
-323,0
-323,0
-206,0
-397,0
-397,0
-295,0
-230,0
-230,0
-542,0
-357,0
