Data,Class
26995,1
27325,1
27325,1
27058,1
27297,1
27330,1
26975,1
26975,1
27867,1
27412,1
27140,1
27421,1
27120,1
27049,1
27206,1
27237,1
27237,1
27078,1
27012,1
27244,1
27013,1
27013,1
27558,1
27437,1
27437,1
26802,1
27049,1
27562,1
27159,1
27159,1
27083,1
26945,1
27206,1
27184,1
27625,1
27625,1
27411,1
27411,1
27737,1
27464,1
28347,1
27739,1
27852,1
27771,1
27413,1
27413,1
27766,1
27609,1
27609,1
27710,1
27303,1
27303,1
27614,1
27614,1
27659,1
27659,1
27437,1
28121,1
27737,1
27737,1
27745,1
27606,1
27763,1
27763,1
27537,1
27537,1
27681,1
27680,1
27680,1
27608,1
27889,1
27561,1
27730,1
27053,1
27182,1
27182,1
26143,1
25258,1
23510,1
22768,1
22115,1
21677,1
22374,1
23889,1
26338,1
26338,1
29043,1
29043,1
33432,1
33432,1
33432,1
44285,1
47337,1
47337,1
50934,1
50934,1
65159,1
65159,1
74414,1
79692,1
79692,1
82926,1
82926,1
89353,1
89353,1
91199,1
93608,1
93608,1
94105,1
93734,1
93734,1
94502,1
95023,1
95023,1
95837,1
95837,1
95431,1
95726,1
95430,1
96028,1
95626,1
95423,1
95683,1
95683,1
96402,1
96402,1
96920,1
96843,1
96963,1
96837,1
97322,1
97702,1
97862,1
97862,1
100475,1
100475,1
101113,1
100906,1
101959,1
103429,1
106738,1
106738,1
106738,1
106738,1
111536,1
113146,1
114414,1
118313,1
118313,1
118313,1
118313,1
127737,1
127737,1
127737,1
127737,1
137016,1
137016,1
138309,1
138586,1
138901,1
138684,1
139958,1
139680,1
139930,1
139961,1
139429,1
139429,1
139770,1
139770,1
139349,1
139264,1
139198,1
138888,1
139465,1
139465,1
139618,1
139448,1
139413,1
139815,1
140061,1
140198,1
140947,1
140947,1
141615,1
142139,1
142451,1
143233,1
143233,1
143233,1
143831,1
144500,1
145555,1
145866,1
147049,1
147365,1
147365,1
148937,1
149950,1
151094,1
152174,1
152174,1
153387,1
153387,1
153702,1
154605,1
154605,1
156303,1
156724,1
156724,1
156724,1
156621,1
156442,1
156442,1
156626,1
156626,1
156626,1
156871,1
156386,1
156299,1
156299,1
156639,1
156555,1
156555,1
156463,1
156463,1
156332,1
156453,1
156800,1
156363,1
156363,1
156363,1
156117,1
156117,1
155575,1
156074,1
155624,1
155624,1
155394,1
155394,1
155965,1
155539,1
155539,1
155539,1
155621,1
156282,1
156282,1
156667,1
156551,1
156380,1
156380,1
156671,1
156517,1
156337,1
156631,1
156631,1
156083,1
156541,1
155944,1
155577,1
155533,1
155533,1
155888,1
155888,1
155722,1
155848,1
155616,1
155552,1
155552,1
155736,1
155736,1
155364,1
155548,1
155751,1
155751,1
155698,1
156146,1
156146,1
155835,1
155567,1
155567,1
155216,1
155738,1
156156,1
155888,1
156127,1
156513,1
156309,1
156323,1
157014,1
156880,1
156879,1
157319,1
157080,1
157361,1
156981,1
156981,1
157256,1
157150,1
157404,1
157404,1
157404,1
157040,1
157040,1
156247,1
156424,1
156424,1
156282,1
156642,1
156906,1
156719,1
156461,1
155982,1
155982,1
155982,1
156025,1
156415,1
156415,1
156415,1
156415,1
154562,1
154562,1
154562,1
148449,1
144556,1
141437,1
134992,1
134992,1
134992,1
127580,1
126948,1
126742,1
126742,1
127147,1
127167,1
127770,1
128087,1
128180,1
128180,1
128072,1
128084,1
128425,1
128216,1
128275,1
128128,1
128128,1
128316,1
128316,1
128287,1
128844,1
128867,1
128773,1
128773,1
128802,1
128802,1
128634,1
128634,1
129178,1
128982,1
128860,1
128860,1
129318,1
129237,1
129237,1
129778,1
129138,1
129418,1
129418,1
129418,1
129418,1
129039,1
129039,1
126540,1
126540,1
124394,1
110059,1
110059,1
99235,1
92598,1
78088,1
69074,1
69074,1
49774,1
49774,1
28452,1
32827,1
34683,1
37277,1
40146,1
42661,1
45916,1
50293,1
50293,1
52104,1
52333,1
52500,1
53706,1
55465,1
59458,1
59458,1
60782,1
62554,1
62554,1
61516,1
61500,1
61683,1
61849,1
61974,1
61817,1
61849,1
62145,1
61540,1
61568,1
61568,1
61034,1
61530,1
61530,1
61130,1
61004,1
61004,1
61086,1
60752,1
60342,1
60390,1
60390,1
60596,1
60596,1
60368,1
60368,1
60254,1
60444,1
60444,1
60419,1
60434,1
60419,1
60419,1
60838,1
60247,1
61033,1
60769,1
60728,1
61094,1
61315,1
60783,1
60856,1
60856,1
60644,1
60644,1
60017,1
61280,1
60476,1
61027,1
60892,1
60892,1
60982,1
60920,1
61573,1
61715,1
61459,1
61848,1
61669,1
61669,1
61545,1
61315,1
61315,1
61623,1
61290,1
61438,1
62761,1
62761,1
63218,1
63965,1
64376,1
64376,1
64984,1
66018,1
66018,1
69708,1
71814,1
71814,1
75039,1
75401,1
75187,1
75243,1
75093,1
74862,1
74865,1
74812,1
75271,1
75271,1
75107,1
75107,1
74929,1
74740,1
74724,1
75506,1
76262,1
76977,1
77157,1
77687,1
77687,1
78895,1
78895,1
80979,1
80979,1
83150,1
84713,1
86225,1
89737,1
91273,1
91273,1
93726,1
94057,1
93268,1
93268,1
92846,1
93004,1
92668,1
93208,1
93208,1
92748,1
92372,1
92372,1
91976,1
91915,1
92554,1
92554,1
91913,1
91913,1
92123,1
92123,1
92092,1
91709,1
91918,1
91918,1
92004,1
92004,1
91605,1
91525,1
92096,1
91676,1
92065,1
91789,1
91732,1
91732,1
91755,1
91776,1
91766,1
91364,1
91465,1
91157,1
91157,1
91269,1
91705,1
91104,1
91458,1
91458,1
91545,1
91556,1
91278,1
91278,1
91252,1
90956,1
91467,1
90994,1
90994,1
91814,1
91814,1
91099,1
91099,1
91099,1
91224,1
91224,1
91167,1
91268,1
91440,1
91433,1
90962,1
91206,1
91432,1
91432,1
90595,1
91017,1
91288,1
90677,1
90573,1
90797,1
90303,1
90495,1
90157,1
89392,1
89392,1
88897,1
88897,1
88159,1
88159,1
86316,1
85542,1
84580,1
83364,1
82223,1
82058,1
82058,1
82058,1
81483,1
81480,1
80212,1
78151,1
77598,1
76505,1
75628,1
75628,1
72007,1
70871,1
69671,1
69671,1
67936,1
66822,1
66464,1
66464,1
65309,1
65511,1
65945,1
65575,1
65289,1
64242,1
62624,1
61513,1
61513,1
60472,1
60433,1
60214,1
60214,1
60013,1
60013,1
60013,1
59307,1
59216,1
59365,1
59242,1
59620,1
59647,1
59539,1
59539,1
60039,1
60056,1
59845,1
59491,1
59503,1
59503,1
59552,1
59763,1
60355,1
60355,1
59723,1
60056,1
59924,1
59866,1
59866,1
60029,1
60029,1
60034,1
59707,1
60421,1
60421,1
59748,1
60546,1
60766,1
60766,1
60003,1
60224,1
60130,1
60130,1
60287,1
60348,1
60521,1
59869,1
60039,1
60203,1
60203,1
60892,1
60861,1
60861,1
60377,1
60779,1
60302,1
60338,1
60338,1
60603,1
60603,1
60553,1
60727,1
60727,1
60094,1
60094,1
60867,1
60509,1
60611,1
60123,1
60365,1
60145,1
59971,1
59863,1
59670,1
59294,1
59639,1
59639,1
59683,1
59683,1
59038,1
59038,1
59038,1
58175,1
57802,1
57802,1
57802,1
57413,1
56608,1
56521,1
56521,1
56236,1
55853,1
55853,1
54345,1
54345,1
52483,1
50898,1
49520,1
47934,1
46933,1
46030,1
46030,1
44804,1
44400,1
43840,1
43673,1
42442,1
42072,1
41793,1
41105,1
40689,1
40689,1
41218,1
41393,1
41517,1
41423,1
41839,1
41839,1
41628,1
41628,1
42036,1
42036,1
41643,1
42137,1
42137,1
42078,1
42027,1
42027,1
42535,1
42535,1
42618,1
42465,1
42465,1
42465,1
42975,1
45332,1
48274,1
53034,1
53034,1
67129,1
67129,1
80585,1
87434,1
100067,1
100067,1
119166,1
119166,1
130790,1
130790,1
138718,1
141674,1
144585,1
144585,1
145333,1
145333,1
145333,1
147483,1
148618,1
148221,1
148591,1
148243,1
148243,1
148381,1
149608,1
150738,1
152795,1
153854,1
154982,1
156581,1
156581,1
161554,1
169022,1
175240,1
176363,1
178102,1
179322,1
179998,1
182405,1
182405,1
184365,1
186333,1
186910,1
187833,1
190049,1
193446,1
196311,1
196311,1
196311,1
201472,1
205596,1
211351,1
215776,1
215776,1
228971,1
236445,1
244479,1
251117,1
262216,1
266296,1
271190,1
275542,1
275542,1
282204,1
288214,1
288214,1
293917,1
297629,1
299820,1
299820,1
303585,1
306820,1
310705,1
312887,1
312887,1
312887,1
320288,1
320288,1
323637,1
323637,1
333829,1
336409,1
336409,1
340264,1
340264,1
341567,1
340868,1
339390,1
339390,1
339390,1
338040,1
339426,1
339223,1
339524,1
339524,1
340191,1
340816,1
341393,1
342724,1
344858,1
349954,1
352430,1
354163,1
355708,1
357635,1
359805,1
361199,1
366400,1
369532,1
369532,1
371286,1
374612,1
375203,1
375569,1
375569,1
375569,1
379096,1
379992,1
380858,1
380858,1
382167,1
384004,1
384004,1
386096,1
386774,1
387864,1
388617,1
388402,1
388402,1
387838,1
387097,1
386941,1
385909,1
384981,1
384981,1
383984,1
383984,1
383984,1
383984,1
382208,1
381710,1
379518,1
379518,1
378781,1
378261,1
378261,1
378499,1
378499,1
377660,1
377660,1
377667,1
380446,1
380446,1
385091,1
385091,1
385091,1
389997,1
392086,1
392086,1
396098,1
401175,1
402781,1
405841,1
409621,1
414888,1
418280,1
423599,1
423599,1
432563,1
432563,1
432563,1
438815,1
441823,1
445292,1
453258,1
456339,1
459678,1
465027,1
471999,1
471999,1
486218,1
493367,1
501614,1
501614,1
512503,1
517294,1
517294,1
526429,1
533957,1
533957,1
546594,1
554752,1
571391,1
579825,1
585793,1
590429,1
588790,1
589729,1
597244,1
603810,1
614550,1
617304,1
617408,1
615088,1
611777,1
606678,1
603483,1
598029,1
589722,1
585378,1
583980,1
582458,1
580676,1
580676,1
576165,1
572496,1
572496,1
569503,1
567524,1
567524,1
565301,1
564661,1
564661,1
564661,1
561419,1
560358,1
560631,1
558564,1
558564,1
557824,1
558018,1
558018,1
557491,1
556569,1
555849,1
555849,1
554770,1
555391,1
554444,1
554285,1
553316,1
553301,1
552749,1
551874,1
551313,1
550811,1
550132,1
550132,1
550132,1
548847,1
548847,1
547347,1
547188,1
546434,1
547545,1
557429,1
571903,1
589149,1
611186,1
611186,1
611186,1
611186,1
611186,1
611186,1
611186,1
611186,1
611186,1
611186,1
611186,1
721980,1
727879,1
727879,1
727056,1
727056,1
727056,1
727056,1
727229,1
727229,1
727423,1
729032,1
733776,1
737689,1
739676,1
739676,1
740219,1
739587,1
737749,1
739451,1
740928,1
743253,1
743253,1
745414,1
745414,1
745414,1
745414,1
745414,1
756800,1
756800,1
763595,1
763595,1
769021,1
769021,1
769021,1
776958,1
787510,1
787620,1
789522,1
791638,1
795444,1
804459,1
804459,1
811598,1
813692,1
815494,1
819177,1
821489,1
821489,1
828051,1
828051,1
837773,1
846401,1
846401,1
849232,1
852720,1
856547,1
860835,1
870069,1
877732,1
883457,1
884754,1
884754,1
900050,1
900050,1
914041,1
914041,1
925547,1
925547,1
936179,1
936179,1
940706,1
940706,1
953192,1
953192,1
954858,1
955100,1
957101,1
957101,1
957101,1
957101,1
957101,1
956221,1
953350,1
951331,1
950636,1
948596,1
946647,1
946647,1
945309,1
944324,1
941427,1
940676,1
940676,1
937182,1
935841,1
936200,1
934886,1
933162,1
932375,1
931584,1
931584,1
931584,1
929351,1
929412,1
929412,1
925060,1
923461,1
921923,1
921923,1
921923,1
921735,1
919815,1
919921,1
918276,1
918088,1
918088,1
933860,1
946463,1
946463,1
992375,1
1014712,1
1031747,1
1042207,1
1046312,1
1060140,1
1060140,1
1094463,1
1103741,1
1114736,1
1114736,1
1133058,1
1133058,1
1133058,1
1133058,1
1180120,1
1188947,1
1188947,1
1225508,1
1225508,1
1244298,1
1244298,1
1251105,1
1259527,1
1278421,1
1278421,1
1290542,1
1293761,1
1300213,1
1300213,1
1307675,1
1313019,1
1315923,1
1319155,1
1324123,1
1328881,1
1331951,1
1335109,1
1335109,1
1336486,1
1336735,1
1336735,1
1336735,1
1354982,1
1358257,1
1364556,1
1364556,1
1365759,1
1361935,1
1363341,1
1363341,1
1371880,1
1371880,1
1383688,1
1383688,1
1383304,1
1383845,1
1383732,1
1381365,1
1376449,1
1372618,1
1366422,1
1360515,1
1360515,1
1342623,1
1336518,1
1330741,1
1330741,1
1321906,1
1321906,1
1312530,1
1307211,1
1302800,1
1302800,1
1293807,1
1289924,1
1281087,1
1279328,1
1275443,1
1273627,1
1271132,1
1271132,1
1265959,1
1265959,1
1263087,1
1258680,1
1258680,1
1256661,1
1252522,1
1252098,1
1250380,1
1250380,1
1247687,1
1246188,1
1246639,1
1246639,1
1245346,1
1245346,1
1246637,1
1246637,1
1264391,1
1282689,1
1282689,1
1360084,1
1360084,1
1409192,1
1427772,1
1441714,1
1450996,1
1453153,1
1454234,1
1477511,1
1477511,1
1499695,1
1504255,1
1509772,1
1518849,1
1527882,1
1527882,1
1549399,1
1561486,1
1568657,1
1575391,1
1575391,1
1592351,1
1599624,1
1599624,1
1604197,1
1552177,1
1558702,1
1571906,1
1584629,1
1598054,1
1634162,1
1646555,1
1656172,1
1662101,1
1667478,1
1685499,1
1692612,1
1698780,1
1703538,1
1703538,1
1713509,1
1716065,1
1713787,1
1712739,1
1707489,1
1707489,1
1696375,1
1692847,1
1680812,1
1680812,1
1680812,1
1671171,1
1667086,1
1661864,1
1658547,1
1651830,1
1644921,1
1642335,1
1639656,1
1635339,1
1633795,1
1632430,1
1632430,1
1625334,1
1624012,1
1621171,1
1616582,1
1616582,1
1612600,1
1612600,1
1606576,1
1603869,1
1603416,1
1599836,1
1598940,1
1599283,1
1596315,1
1593857,1
1593857,1
1600264,1
1612371,1
1632284,1
1652809,1
1685171,1
1698669,1
1698669,1
1732214,1
1775946,1
1807937,1
1809996,1
1771598,1
1789801,1
1810333,1
1834744,1
1834744,1
1866048,1
1881167,1
1896515,1
1908334,1
1924629,1
1940457,1
1955856,1
1955856,1
2005123,1
2005123,1
2047984,1
2064185,1
2074545,1
2074545,1
2090390,1
2100290,1
2110350,1
2116318,1
2125747,1
2130799,1
2137503,1
2138186,1
2138186,1
2141361,1
2132718,1
2132718,1
2132718,1
2126254,1
2122414,1
2122414,1
2118996,1
2115730,1
2114059,1
2114059,1
2111554,1
2109616,1
2105902,1
2105902,1
2104669,1
2100418,1
2100418,1
2096030,1
2096030,1
2093059,1
2093059,1
2084230,1
2084230,1
2082894,1
2082894,1
2078157,1
2078157,1
2078157,1
2073671,1
2073671,1
2070279,1
2070490,1
2093791,1
2093791,1
2172578,1
2198591,1
2230351,1
2230351,1
2258449,1
2258449,1
2303231,1
2324377,1
2324377,1
2387626,1
2411295,1
2426373,1
2426373,1
2473838,1
2473838,1
2513159,1
2530245,1
2543307,1
2561058,1
2600649,1
2616722,1
2616722,1
2644142,1
2644142,1
2657369,1
2657369,1
2666968,1
2671897,1
2683910,1
2687608,1
2690859,1
2695414,1
2699222,1
2696358,1
2691332,1
2684198,1
2683598,1
2683598,1
2679038,1
2673878,1
2673878,1
2669191,1
2668781,1
2667511,1
2664297,1
2662478,1
2662478,1
2660446,1
2660446,1
2655536,1
2654388,1
2653485,1
2650187,1
2645327,1
2645327,1
2642621,1
2640682,1
2637601,1
2639024,1
2634233,1
2634257,1
2649593,1
2666251,1
2690596,1
2690596,1
2690596,1
2754165,1
2779183,1
2779183,1
2783882,1
2783882,1
2821389,1
2877447,1
2877447,1
2905262,1
2932465,1
2932465,1
2971710,1
3032863,1
3055750,1
3082565,1
3109376,1
3134327,1
3153571,1
3165993,1
3182150,1
3219378,1
3225813,1
3224627,1
3224627,1
3223896,1
3216502,1
3216502,1
3216502,1
3216502,1
3216502,1
3208276,1
3205620,1
3202384,1
3201717,1
3201717,1
3201717,1
3199232,1
3198136,1
3195716,1
3192508,1
3193665,1
3194171,1
3190270,1
3189013,1
3188928,1
3188928,1
3186884,1
3195716,1
3231563,1
3252298,1
3274767,1
3297992,1
3320118,1
3320118,1
3424626,1
3464070,1
3505659,1
3505659,1
3565535,1
3590499,1
3652139,1
3689471,1
3693699,1
3689339,1
3689339,1
3683789,1
3681523,1
3676602,1
3676602,1
3674427,1
3670182,1
3670872,1
3670872,1
3669383,1
3667914,1
3667914,1
3667914,1
3663729,1
3663785,1
3664551,1
3664551,1
3662166,1
3662166,1
3662166,1
3663056,1
3663056,1
3677439,1
3739661,1
3739661,1
3776807,1
3813526,1
3813526,1
3808102,1
3838993,1
3952350,1
3979004,1
3979004,1
4067711,1
4067711,1
4067711,1
4156420,1
4156420,1
4178722,1
4198791,1
4225348,1
4228628,1
4230855,1
4233557,1
4233557,1
4233557,1
4225779,1
4225271,1
4223853,1
4223853,1
4219419,1
4219419,1
4220871,1
4217496,1
4215510,1
4216720,1
4215548,1
4215883,1
4211782,1
4212460,1
4212460,1
4213612,1
4213612,1
4209526,1
4208920,1
4208920,1
4207663,1
4207663,1
4205907,1
4221846,1
4262380,1
4283112,1
4283112,1
4283112,1
4340591,1
4412526,1
4412526,1
4412526,1
4521164,1
4521164,1
4521164,1
4602199,1
4602199,1
4649760,1
4664435,1
4682166,1
4682166,1
4700876,1
4700876,1
4703937,1
4707462,1
4707462,1
4701069,1
4700208,1
4700158,1
4699707,1
4694527,1
4694527,1
4696656,1
4696728,1
4693628,1
4692991,1
4692517,1
4682079,1
4673103,1
4673103,1
4670183,1
4672292,1
4672292,1
4671293,1
4686655,1
4704662,1
4722542,1
4757221,1
4765811,1
4785890,1
4822988,1
4859176,1
4941751,1
4941751,1
4992436,1
4992436,1
5050905,1
5115544,1
5115544,1
5115544,1
5172174,1
5192675,1
5192675,1
5192675,1
5233115,1
5233115,1
5250310,1
5248165,1
5244252,1
5244894,1
5243275,1
5238634,1
5238634,1
5239213,1
5239213,1
5234804,1
5234804,1
5234804,1
5234804,1
5234241,1
5237771,1
5238751,1
5234405,1
5232269,1
5236341,1
5232922,1
5232922,1
5231300,1
5140701,1
5149063,1
5149063,1
5228947,1
5255447,1
5272048,1
5364547,1
5364547,1
5364547,1
5415441,1
5450088,1
5490154,1
5490154,1
5582377,1
5582377,1
5582377,1
5624340,1
5658308,1
5672091,1
5685161,1
5693434,1
5699262,1
5696094,1
5699121,1
5693862,1
5693761,1
5692013,1
5686892,1
5686892,1
5686892,1
5686892,1
5689358,1
5687433,1
5689371,1
5686081,1
5682174,1
5682174,1
5687948,1
5685181,1
5685181,1
5685181,1
5685181,1
5707979,1
5707979,1
5749031,1
5768623,1
5798940,1
5810715,1
5810715,1
5905736,1
5996046,1
5996046,1
6039198,1
6052418,1
6106571,1
6106571,1
6106571,1
6134934,1
6134934,1
6176547,1
6176547,1
6183131,1
6183131,1
6181359,1
6181359,1
6181359,1
6180917,1
6173061,1
6174174,1
6174174,1
6174174,1
6174514,1
6168071,1
6168974,1
6172550,1
6167722,1
6166918,1
6167939,1
6167939,1
6162068,1
6169235,1
6169476,1
6169476,1
6201569,1
6223617,1
6223617,1
6287811,1
6287811,1
6340005,1
6365939,1
6390824,1
6390824,1
6483600,1
6517266,1
6506114,1
6498749,1
6558389,1
6578394,1
6601462,1
6616890,1
6638595,1
6638595,1
6638595,1
6683091,1
6683091,1
6687890,1
6690652,1
6680292,1
6680292,1
6685213,1
6678113,1
6676314,1
6676165,1
6673142,1
6669252,1
6669252,1
6674670,1
6673349,1
6669050,1
6668163,1
6668163,1
6669982,1
6664622,1
6668760,1
6662783,1
6666284,1
6676639,1
6691609,1
6691609,1
6691609,1
6691609,1
6795295,1
6846333,1
6903438,1
6963156,1
6930535,1
6930535,1
7002377,1
7002377,1
7072343,1
7087096,1
7130827,1
7152078,1
7170520,1
7187780,1
7222454,1
7229856,1
7241583,1
7250899,1
7250899,1
7266995,1
7271772,1
7265571,1
7263260,1
7261439,1
7261439,1
7256628,1
7253182,1
7259565,1
7259565,1
7251808,1
7251808,1
7251808,1
7251808,1
7251808,1
7252354,1
7247833,1
7247833,1
7247833,1
7247833,1
7240228,1
7248411,1
7252885,1
7252885,1
7294398,1
7305691,1
7304646,1
7307313,1
7320478,1
7329596,1
7344632,1
7396215,1
7446034,1
7508789,1
7508789,1
7525755,1
7551771,1
7580416,1
7597250,1
7627820,1
7652197,1
7671311,1
7677726,1
7680628,1
7680628,1
7680628,1
7676933,1
7668445,1
7668445,1
7666664,1
7668612,1
7663304,1
7663304,1
7666537,1
7666537,1
7659012,1
7659012,1
7659339,1
7659339,1
7655480,1
7661008,1
7654443,1
7651671,1
7650740,1
7650740,1
7650740,1
7648045,1
7654283,1
7649353,1
7648567,1
7651809,1
7662849,1
7678345,1
7678345,1
7735603,1
7730585,1
7736138,1
7751961,1
7771364,1
7771364,1
7771364,1
7879757,1
7910277,1
7910277,1
7955699,1
7955699,1
7937639,1
7937639,1
7966560,1
7966560,1
8022244,1
8041605,1
8061125,1
8061125,1
8088423,1
8109552,1
8109552,1
8159187,1
8172057,1
8172057,1
8184873,1
8184873,1
8184873,1
8200154,1
8199779,1
8199779,1
8198547,1
8198547,1
8192705,1
8201338,1
8194317,1
8193639,1
8193639,1
8192229,1
8192229,1
8184117,1
8189633,1
8186100,1
8186019,1
8186019,1
8185756,1
8182645,1
8180739,1
8180739,1
8184789,1
8180244,1
8180656,1
8180656,1
8179594,1
8174074,1
8174074,1
8178341,1
8181898,1
8191292,1
8207755,1
8207755,1
8207755,1
8207755,1
8207755,1
8294753,1
8308356,1
8308356,1
8330758,1
8439817,1
8491657,1
8506782,1
8506782,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8527941,1
8521941,1
8521941,1
8475295,1
8440292,1
8440292,1
8342168,1
8311039,1
8271389,1
8214660,1
8214660,1
8174590,1
8174590,1
8126075,1
8108131,1
8100186,1
8097281,1
8097281,1
8109075,1
8109075,1
8114093,1
8114093,1
8119856,1
8124450,1
8122680,1
8121007,1
8129856,1
8126598,1
8130895,1
8130081,1
8134432,1
8135882,1
8132856,1
8132479,1
8126775,1
8126802,1
8120919,1
8048915,1
8048915,1
8012320,1
7968814,1
7936556,1
7936556,1
7907307,1
7831369,1
7831369,1
7831369,1
7733612,1
7733612,1
7666265,1
7666265,1
7654566,1
7633014,1
7629465,1
7633767,1
7632603,1
7642573,1
7647769,1
7645355,1
7647756,1
7648780,1
7649630,1
7649630,1
7648625,1
7660156,1
7656332,1
7656332,1
7657243,1
7661844,1
7655882,1
7656325,1
7663717,1
7664123,1
7659667,1
7658652,1
7658572,1
7663295,1
7661186,1
7649608,1
7649608,1
7649608,1
7576690,1
7510408,1
7503236,1
7491188,1
7491188,1
7416991,1
7371621,1
7345512,1
7318824,1
7318824,1
7318824,1
7275550,1
7241975,1
7242502,1
7234172,1
7232715,1
7236427,1
7240554,1
7240554,1
7250766,1
7250766,1
7255892,1
7259691,1
7259691,1
7262666,1
7262666,1
7265597,1
7265125,1
7262486,1
7263239,1
7263887,1
7260561,1
7260561,1
7265576,1
7265576,1
7251800,1
7226466,1
7226466,1
7150905,1
7129391,1
7129391,1
7083567,1
7034098,1
7034098,1
6959724,1
6926528,1
6890820,1
6835811,1
6807149,1
6773273,1
6752510,1
6740682,1
6740682,1
6740682,1
6754600,1
6754600,1
6754600,1
6754600,1
6758828,1
6764050,1
6762305,1
6759653,1
6768883,1
6764604,1
6767360,1
6767360,1
6768821,1
6765901,1
6772418,1
6769234,1
6768737,1
6767323,1
6770030,1
6765989,1
6762906,1
6744446,1
6711446,1
6657365,1
6657365,1
6612046,1
6612046,1
6577827,1
6546086,1
6514762,1
6491649,1
6436713,1
6436713,1
6436713,1
6387619,1
6372047,1
6364611,1
6362798,1
6368478,1
6375863,1
6377321,1
6384026,1
6384026,1
6386975,1
6388954,1
6388722,1
6388722,1
6392895,1
6393257,1
6397825,1
6392649,1
6392649,1
6392279,1
6392279,1
6373144,1
6373144,1
6324187,1
6287618,1
6267885,1
6267885,1
6205736,1
6205736,1
6205736,1
6205736,1
6003599,1
5977330,1
5950447,1
5915828,1
5903471,1
5902682,1
5902682,1
5902682,1
5915942,1
5915942,1
5925199,1
5925199,1
5926074,1
5928768,1
5928768,1
5929661,1
5925367,1
5925367,1
5932852,1
5931267,1
5931267,1
5929899,1
5929899,1
5904789,1
5878092,1
5843928,1
5843928,1
5821167,1
5804265,1
5746542,1
5746542,1
5701652,1
5603486,1
5567515,1
5567515,1
5530638,1
5483233,1
5467220,1
5460547,1
5460547,1
5464938,1
5469664,1
5474119,1
5474119,1
5477045,1
5482256,1
5485427,1
5485427,1
5482310,1
5487137,1
5487681,1
5487951,1
5488144,1
5479925,1
5479925,1
5479413,1
5454946,1
5421534,1
5384731,1
5353207,1
5341810,1
5315365,1
5239950,1
5162928,1
5117971,1
5084893,1
5018056,1
4988939,1
4988939,1
5006591,1
5036004,1
5050315,1
5060660,1
5068213,1
5068068,1
5070708,1
5076718,1
5077267,1
5077247,1
5077247,1
5077247,1
5079084,1
5078170,1
5078170,1
5077585,1
5075828,1
5070715,1
5070715,1
5008157,1
4949558,1
4949558,1
4895516,1
4885194,1
4906224,1
4912570,1
4871634,1
4871634,1
4826653,1
4811701,1
4795837,1
4758307,1
4746264,1
4742695,1
4743012,1
4754736,1
4754736,1
4762648,1
4762648,1
4768714,1
4770422,1
4770422,1
4773033,1
4770499,1
4777596,1
4777596,1
4777142,1
4777142,1
4778497,1
4778497,1
4777352,1
4775555,1
4779953,1
4777444,1
4775209,1
4775209,1
4750037,1
4631247,1
4587162,1
4587162,1
4567139,1
4548173,1
4548173,1
4521676,1
4500084,1
4467674,1
4467674,1
4467674,1
4457087,1
4461158,1
4466769,1
4474932,1
4474873,1
4475043,1
4480028,1
4482783,1
4480802,1
4481924,1
4481924,1
4484280,1
4484280,1
4481390,1
4483579,1
4477618,1
4467317,1
4447107,1
4447107,1
4409303,1
4304772,1
4295158,1
4296324,1
4296324,1
4296324,1
4230092,1
4189625,1
4189625,1
4189625,1
4176996,1
4187327,1
4187327,1
4203768,1
4223014,1
4223014,1
4239897,1
4245168,1
4245168,1
4240619,1
4241470,1
4241470,1
4239196,1
4241612,1
4241612,1
4240315,1
4233542,1
4233542,1
4223259,1
4143294,1
4086594,1
4052713,1
4030383,1
4034073,1
4016371,1
3984544,1
3957747,1
3927108,1
3899798,1
3873108,1
3873108,1
3877341,1
3884759,1
3892376,1
3892376,1
3892376,1
3903476,1
3904274,1
3906818,1
3906818,1
3904173,1
3906371,1
3907472,1
3901631,1
3887709,1
3864462,1
3828815,1
3781169,1
3739832,1
3692725,1
3692725,1
3701634,1
3681627,1
3663899,1
3663899,1
3629851,1
3620107,1
3610414,1
3618421,1
3618421,1
3626313,1
3632540,1
3638513,1
3638513,1
3638513,1
